backbone,display,iou_HR,iou_LR,iou_gap,spearman_HR,spearman_LR,spearman_gap,peak_HR,peak_LR,peak_gap
dense_clip_xlmr_base,XLM-R base + ViT-B/32,0.6122560463570669,0.4977908769139381,0.11446516944312879,0.8762370329386789,0.7273524689259502,0.14888456401272876,0.19745110794077592,0.19564642782227648,0.0018046801184994354
dense_clip_xlmr_large,XLM-R large + ViT-H/14,0.6075583832495005,0.4647212546221797,0.1428371286273208,0.8902514604864474,0.6944580831781303,0.19579337730831714,0.16669073770572615,0.15915393204701067,0.007536805658715479
